contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0012260,P000132,2026-03-03 06:18:02,email,NHS prescription,"Dear team, Royal Mail tracking has not moved and my delivery is late. email alex41@example.com",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012261,P000489,2026-03-03 06:25:32,live_chat,NHS prescription,I need to request my usual tablets again.,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012262,P002433,2026-03-03 06:42:43,phone_transcript,NHS prescription,right so Royal Mail tracking has not moved and my delivery is late,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0012263,P006225,2026-03-03 06:43:11,phone_transcript,NHS prescription,hello um My GP says they sent the prescrption but it is not showing please,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012264,P007362,2026-03-03 06:51:53,live_chat,NHS prescription,hi - Royal Mail tracking has not moved and my delivry is late.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012265,P006799,2026-03-03 06:52:07,phone_transcript,NHS prescription,right so Can the rest of my medication be dispatched separately? asap,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012266,P002859,2026-03-03 07:06:07,phone_transcript,NHS prescription,hello um Please split my order because one medicine is delayed thanks,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0012267,P001543,2026-03-03 07:06:26,phone_transcript,NHS prescription,hi I am calling because The delivery status has not changed please,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012268,P002135,2026-03-03 07:08:28,phone_transcript,NHS prescription,"please can you help, I cannot log into my account.",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012269,P000005,2026-03-03 07:16:17,live_chat,NHS prescription,"hello Why is the pharmacist check taking so long? Also, When will you post my tablets? please",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012270,P001131,2026-03-03 07:22:31,app_review,NHS prescription,"Please fix this: The parcel is missing even though it says delivered Also, My prescrption should have arrived yesterday please",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0012271,P002562,2026-03-03 07:40:47,phone_transcript,Online Doctor or shop,hello um Can I track the order from my online consultation? asap,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012272,P000212,2026-03-03 07:42:30,phone_transcript,NHS prescription,hi I am calling because Can you release an early repeat please? asap,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0012273,P001721,2026-03-03 07:48:10,email,NHS prescription,Please help. Please split my order because one medicine is delayed thanks,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0012274,P000177,2026-03-03 08:02:34,phone_transcript,NHS prescription,right so I need to request my usual tablets again please,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012275,P005493,2026-03-03 08:03:15,email,NHS prescription,"Dear team, The order is stuck at clinical review asap My phone is 07792553765",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012276,P001995,2026-03-03 08:06:22,phone_transcript,NHS prescription,hello um Can I reorder my regular meds through the app? thanks,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012277,P003127,2026-03-03 08:09:32,phone_transcript,NHS prescription,"hello um My order has been packing for two days and is not dispatched Also, My medicine has been in clinical review since yesterday!!! email sam81@example.com",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012278,P005501,2026-03-03 08:15:32,live_chat,NHS prescription,hi - I want to make a complaint about the service,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012279,P007109,2026-03-03 08:20:52,live_chat,Online Doctor or shop,Can I track the order from my online consultation? please,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012280,P006711,2026-03-03 08:21:57,live_chat,NHS prescription,hello Please ask a person to contact me thanks,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012281,P005731,2026-03-03 08:46:57,live_chat,NHS prescription,pls help: Can you check why the surgery step has not changed? please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012282,P001626,2026-03-03 09:09:03,app_review,NHS prescription,Not happy. Can you release an early repeat please? thanks,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0012283,P003784,2026-03-03 09:09:39,phone_transcript,NHS prescription,"please can you help, Can you send the available items now and the missing one later? Also, You said my medicine is unavailable.",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012284,P001086,2026-03-03 09:18:35,email,NHS prescription,Please help. Why is my prescription still with my GP? please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012285,P000172,2026-03-03 09:28:24,phone_transcript,NHS prescription,hi I am calling because Tracking says delivered but there is no parcel here.,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012286,P003070,2026-03-03 09:34:24,phone_transcript,NHS prescription,hi I am calling because Royal Mail tracking has not moved and my delivery is late please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012287,P004781,2026-03-03 09:41:29,app_review,NHS prescription,Not happy. I have contacted you twice and nobody has resolved this,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012288,P003958,2026-03-03 09:55:00,email,NHS prescription,"Hello, Please help with my issue please",unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012289,P005580,2026-03-03 09:55:01,email,NHS prescription,"Hello, The app will not let me sign in asap",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012290,P007067,2026-03-03 09:55:03,phone_transcript,NHS prescription,right so I think I am having a reaction to my new medication!!!,possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0012291,P002485,2026-03-03 09:59:19,phone_transcript,NHS prescription,hi I am calling cos The medicine parcel is delayed after dispatch.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012292,P002669,2026-03-03 10:01:44,live_chat,NHS prescription,There is a stock issue with my tablets.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012293,P004132,2026-03-03 10:15:38,app_review,NHS prescription,App issue: Where can I find my Royal Mail tracking number? asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012294,P002764,2026-03-03 10:19:37,phone_transcript,NHS prescription,hello um The message in the app does not look right pls My phone is 07355773173,wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012295,P007426,2026-03-03 10:19:58,phone_transcript,NHS prescription,right so I have a question about something on the site,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012296,P002195,2026-03-03 10:20:04,phone_transcript,NHS prescription,hello um These tablets make me dizzy and I feel very unwell thanks,possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,True
C0012297,P006128,2026-03-03 10:24:21,app_review,NHS prescription,Not happy. Where can I find my Royal Mail tracking number?!!! postcode LS15 8GB,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012298,P005960,2026-03-03 10:34:11,live_chat,Online Doctor or shop,I returned an item and need a refund update.,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012299,P006997,2026-03-03 10:44:25,phone_transcript,NHS prescription,"hi I am calling because Please split my order because one medicine is delayed Also, One item is out of stock, when will it be available?!!!",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012300,P004604,2026-03-03 10:48:19,phone_transcript,NHS prescription,right so The medicine parcel is delayed after dispatch. DOB 07/02/1941,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012301,P004144,2026-03-03 10:48:34,phone_transcript,NHS prescription,hello um The doctor-related status looks wrong thanks,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012302,P000828,2026-03-03 10:56:53,phone_transcript,NHS prescription,"right so The parcel is missing even though it says delivered Also, Please send me the tracking link for my parcel thanks",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012303,P000821,2026-03-03 10:58:56,phone_transcript,NHS prescription,hi I am calling because How do I track my meds delivery? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012304,P003946,2026-03-03 11:04:48,app_review,NHS prescription,Not happy. I have a question about something on the site please,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012305,P003073,2026-03-03 11:06:46,phone_transcript,NHS prescription,right so The prescrption was declined by the surgery!!!,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012306,P004908,2026-03-03 11:12:07,app_review,NHS prescription,Not happy. Can you tell me what is happening with my parcel?!!!,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012307,P005860,2026-03-03 11:16:20,email,NHS prescription,"Dear team, Can you release an early repeat please? asap",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0012308,P006443,2026-03-03 11:16:34,phone_transcript,NHS prescription,right so When will you post my tablets? pls,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012309,P007500,2026-03-03 11:17:11,phone_transcript,NHS prescription,hello um When will you post my tablets? thanks,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012310,P004656,2026-03-03 11:24:50,phone_transcript,NHS prescription,hello um My prescription should have arrived yesterday please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012311,P003861,2026-03-03 11:47:13,app_review,NHS prescription,Not happy. Please send future prescriptions to my new address.,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012312,P002859,2026-03-03 11:49:41,phone_transcript,NHS prescription,right so Can I reorder my regular medicine through the app? address 12 Oak Road,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012313,P001618,2026-03-03 11:57:00,email,NHS prescription,"Hi support, One item is out of stock, when will it be available?.",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012314,P000545,2026-03-03 12:01:15,email,NHS prescription,"Dear team, How do I track my medicine delivery?.",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012315,P001157,2026-03-03 12:14:42,phone_transcript,NHS prescription,hello um Why has my doctor refused the request? please,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012316,P005250,2026-03-03 12:14:57,phone_transcript,NHS prescription,hello um Why have you not received my prescrption yet? asap,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012317,P001100,2026-03-03 12:17:06,phone_transcript,NHS prescription,right so How do I order my repeat prescription? please,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012318,P000482,2026-03-03 12:19:51,live_chat,NHS prescription,"hello I have a rash after taking the medicine, what should I do? please",possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,True
C0012319,P006270,2026-03-03 12:24:06,phone_transcript,NHS prescription,hello um My medicine order has not arrived yet asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012320,P005837,2026-03-03 12:31:46,email,NHS prescription,"Hi support, I moved house and need to update my address asap",change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012321,P006229,2026-03-03 12:42:00,app_review,NHS prescription,Not happy. Royal Mail tracking has not moved and my delivery is late!!!,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012322,P004401,2026-03-03 12:50:38,social,NHS prescription,Can someone help? My prescrption should have arrived yesterday thanks My phone is 07756949579,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012323,P004909,2026-03-03 13:03:29,phone_transcript,NHS prescription,hi I am calling because My order has been packing for two days and is not dispatched,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012324,P004501,2026-03-03 13:07:51,live_chat,NHS prescription,Why is my prescription still with my GP?!!!,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012325,P006023,2026-03-03 13:16:00,email,NHS prescription,Please help. Why is my prescription still with my GP? please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012326,P002984,2026-03-03 13:25:14,phone_transcript,NHS prescription,"right so My order is waiting for GP approval, what should I do? thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012327,P005606,2026-03-03 13:33:44,email,NHS prescription,"Hello, How do I track my medicine delivery?.",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012328,P006556,2026-03-03 13:36:18,phone_transcript,NHS prescription,hi I am calling cos My order has been packing for two days and is not dispatched,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012329,P001346,2026-03-03 13:36:34,email,NHS prescription,Please help. My medicines have not arrived at all thanks,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012330,P001909,2026-03-03 13:36:39,phone_transcript,NHS prescription,right so pls help with my issue!!!,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012331,P000012,2026-03-03 13:43:07,app_review,NHS prescription,"Not happy. Please split my order because one medicine is delayed Also, There is a stock issue with my tablets thanks",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0012332,P002104,2026-03-03 13:43:51,live_chat,NHS prescription,pls help: Where can I find my Royal Mail tracking number?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012333,P003430,2026-03-03 13:46:30,email,NHS prescription,"Hello, The order is stuck at clinical review thanks",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012334,P006727,2026-03-03 13:51:28,phone_transcript,NHS prescription,"please can you help, The prescription is ready but has not left the warehouse.",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012335,P005258,2026-03-03 13:56:54,phone_transcript,NHS prescription,right so Can you tell me what is happening with my parcel? My phone is 07757777219,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012336,P001837,2026-03-03 14:01:56,email,NHS prescription,Please help. The app says awaiting GP approval for days please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012337,P005335,2026-03-03 14:03:12,email,NHS prescription,"Hi support, Tracking says delivered but there is no parcel here!!!",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012338,P001353,2026-03-03 14:04:08,email,NHS prescription,Please help. The medicine parcel is delayed after dispatch!!!,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012339,P005566,2026-03-03 14:06:22,phone_transcript,NHS prescription,"please can you help, The medicine parcel is delayed after dispatch thanks",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012340,P005992,2026-03-03 14:06:42,app_review,NHS prescription,"Not happy. My order is waiting for GP approval, what should I do?",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0012341,P007487,2026-03-03 14:19:38,email,NHS prescription,"Dear team, The prescription is ready but has not left the warehouse.",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012342,P002613,2026-03-03 14:26:12,phone_transcript,NHS prescription,hello um pls send me the tracking link for my parcel!!!,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012343,P004803,2026-03-03 14:26:43,phone_transcript,NHS prescription,right so The request is missing from my account asap,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012344,P004298,2026-03-03 14:34:39,live_chat,NHS prescription,hello I forgot my password and cannot access my prescrption please,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012345,P004407,2026-03-03 14:44:31,app_review,Online Doctor or shop,When will my shop refund arrive?,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012346,P005426,2026-03-03 14:51:40,live_chat,NHS prescription,hi - This has been frustrating and I need someone to help please,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012347,P004779,2026-03-03 14:52:15,app_review,NHS prescription,App issue: Please ask a person to contact me!!!,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012348,P006495,2026-03-03 14:58:23,email,NHS prescription,"Hi support, How do I track my meds delivery?!!! email alex81@example.com",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012349,P001442,2026-03-03 15:06:30,phone_transcript,Online Doctor or shop,right so Please check my private order asap,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012350,P006921,2026-03-03 15:10:09,social,NHS prescription,Please respond: There is an issue in my acct asap,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012351,P005083,2026-03-03 15:30:56,social,NHS prescription,Please respond: When will you post my tablets? thanks,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012352,P004782,2026-03-03 15:38:25,app_review,NHS prescription,Royal Mail tracking has not moved and my delivery is late thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0012353,P000928,2026-03-03 15:40:53,email,NHS prescription,"Hello, My medicines have not arrived at all pls",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012354,P000842,2026-03-03 15:57:34,phone_transcript,NHS prescription,hi I am calling because Royal Mail tracking has not moved and my delivery is late.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012355,P000374,2026-03-03 16:10:50,email,NHS prescription,"Hi support, These tablets make me dizzy and I feel very unwell asap",possible_adverse_effect,Safety-sensitive,Urgent support,Possible adverse effect or clinical concern,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,True
C0012356,P004134,2026-03-03 16:15:59,app_review,NHS prescription,"The notification says my order is cancelled but the app says packing Also, Why have the reminder texts stopped? please",wrong_notification,Reminders and notifications,Notifications,Incorrect or confusing message,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012357,P003878,2026-03-03 16:24:14,live_chat,NHS prescription,hello Can someone contact me?.,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012358,P001088,2026-03-03 16:39:26,social,NHS prescription,@support You said my meds is unavailable asap,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012359,P003603,2026-03-03 16:46:09,phone_transcript,NHS prescription,hello um The request is missing from my account asap My phone is 07913459908,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012360,P000780,2026-03-03 16:58:17,email,NHS prescription,"Hi support, The delivry status has not changed thanks",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012361,P003381,2026-03-03 16:58:55,email,NHS prescription,"Hi support, The app did not remind me to request my tablets",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012362,P006092,2026-03-03 17:23:50,email,NHS prescription,"Hi support, The app will not let me sign in asap postcode LS15 8GB",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012363,P001157,2026-03-03 17:30:17,app_review,NHS prescription,App issue: Why is my prescrption still with my GP? asap,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012364,P001438,2026-03-03 17:43:10,live_chat,NHS prescription,"hello Where can I find my Royal Mail tracking number? Also, My prescription should have arrived yesterday",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012365,P002104,2026-03-03 18:05:37,email,NHS prescription,"Hi support, Can I reorder my regular medicine through the app? thanks",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012366,P000978,2026-03-03 18:09:40,phone_transcript,NHS prescription,hello um Please split my order because one medicine is delayed!!!,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,True
C0012367,P004523,2026-03-03 18:10:29,app_review,NHS prescription,Not happy. My prescription should have arrived yday thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012368,P001474,2026-03-03 18:13:14,social,NHS prescription,Please respond: How do I track my medicine delivery? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012369,P001212,2026-03-03 18:18:31,phone_transcript,NHS prescription,"please can you help, My medicines have not arrived at all please",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012370,P003896,2026-03-03 18:41:28,email,NHS prescription,"Please help. I am going away next week, can I order my medication early?!!!",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,True
C0012371,P001455,2026-03-03 18:46:29,phone_transcript,NHS prescription,"hi I am calling because Royal Mail tracking has not moved and my delivery is late Also, Tracking says delivered but there is no parcel here",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012372,P004252,2026-03-03 18:47:17,live_chat,NHS prescription,pls help: My medss have not arrived at all thanks,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0012373,P005604,2026-03-03 19:07:33,email,NHS prescription,"Dear team, The app did not remind me to request my tablets please My phone is 07864211519",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012374,P001960,2026-03-03 19:12:17,phone_transcript,NHS prescription,"right so Why is my prescription still with my GP? Also, Why is the pharmacist check taking so long?",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012375,P003975,2026-03-03 19:43:28,app_review,NHS prescription,Please fix this: I forgot my password and cannot access my prescription thanks,login_issue,Account management,Account,Account access problem,negative,priority,FAQ self-service,False,True,False,standard_known_intent,False
C0012376,P002065,2026-03-03 19:48:05,live_chat,NHS prescription,"pls help: Where can I find my Royal Mail tracking number? Also, The prescription is ready but has not left the warehouse please",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012377,P001078,2026-03-03 19:52:32,email,NHS prescription,"Hello, Can you check why the surgery step has not changed?!!!",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
